Entity,Code,Year,Pesticides Use - Herbicides - 1320 - Agricultural Use - 5157 - tonnes,Pesticides Use - Insecticides - 1309 - Agricultural Use - 5157 - tonnes,Pesticides Use - Fungicides and Bactericides - 1331 - Agricultural Use - 5157 - tonnes,Pesticides Use - Rodenticides - 1345 - Agricultural Use - 5157 - tonnes,Pesticides Use - Plant Growth Regulators - 1341 - Agricultural Use - 5157 - tonnes,Pesticides Use - Other Pesticides nes - 1359 - Agricultural Use - 5157 - tonnes
Peru,PER,2001,574.8,882.73,1360.95,,116.97,
Peru,PER,2002,634.08,889.57,1207.02,,95.39,
Peru,PER,2003,601.78,853.7,1218.38,,106.96,
Peru,PER,2004,696.73,934.33,1286.46,,142.54,
Peru,PER,2005,810.34,1037.48,1525.75,,129.93,
Peru,PER,2006,1052.26,1277.85,1689.61,,142.9,
Peru,PER,2007,275.31,1216.84,1175.93,,181.26,
Peru,PER,2008,1436.08,1377.26,1904.54,,219.79,
Peru,PER,2009,1351.27,1030.45,2025.93,,248.37,
Peru,PER,2010,2094.43,1349.17,2427.36,,299.48,
Peru,PER,2011,2225.1,1161.43,2174.4,14.69,422.43,32.64
Peru,PER,2012,2995.38,1357.75,2408.38,20.34,461.59,45.2
Peru,PER,2013,2837.94,1081.78,2538.19,26.46,494.29,112.9
Peru,PER,2014,3304.83,1222.58,2988.61,31.68,613.95,
Peru,PER,2015,3679.55,1406.19,2920.44,21.11,754.65,
Peru,PER,2016,3733.95,1509.14,3281.58,19.17,1355.46,
Peru,PER,2017,3700.15,1561.56,3705.24,24.75,,
Poland,POL,1991,2948,334,1566,,574,
Poland,POL,1992,4189,363,2548,,263,
Poland,POL,1993,5205,560,2750,135,175,
Poland,POL,1994,5415,500,2965,300,150,
Poland,POL,1995,3940,445,2271,325,155,
Poland,POL,1996,5534,434,2986,395,475,
Poland,POL,1997,5167,581,3058,,,695
Poland,POL,1998,4401,648,2909,,,741
Poland,POL,1999,4546,406,2583,,,931
Poland,POL,2000,4795,571,2504,,,978
Poland,POL,2001,4748,549,2815,,,743
Poland,POL,2002,4926,463,3710,,,1259
Poland,POL,2003,3772,560,1939,1,699,213
Poland,POL,2004,3740,494,3080,1,946,465
Poland,POL,2005,8410,500,4915,12,1371,831
Poland,POL,2006,9356,498,5125,16,1302,804
Poland,POL,2007,10921,981,5201,14,1056,548
Poland,POL,2008,10940,1077.02,6060,19,1367,1148
Poland,POL,2009,9520,925.03,5620,34,1573,447
Poland,POL,2010,10489,888.02,5360,29,1522,568
Poland,POL,2011,12408.49,972.73,5766.03,33.99,1593.14,474.48
Poland,POL,2012,12654.3,1272.7,5922.1,34.81,1365.9,184.48
Poland,POL,2013,12518.16,1296.58,6392.53,0.3,1501.05,181.87
Poland,POL,2014,12073.36,1467.11,7350.91,0.33,2128.03,213.31
Poland,POL,2015,12189.96,1517.41,7478.61,0.7,2158.32,380.1
Poland,POL,2016,12693.3,1458.1,7207.1,0.6,2180.4,571.5
Poland,POL,2017,13655.5,1791.7,6653.4,0.01,2150.5,521.2
Portugal,PRT,1991,1804,680,6510,,4,
Portugal,PRT,1992,1196,630,3923,,11,
Portugal,PRT,1993,1307,383,6707,,26,168
Portugal,PRT,1994,1571,347,7133,,20,128
Portugal,PRT,1995,1659,396,9077,0,54,359
Portugal,PRT,1996,1584,366,9747,0,54,346
Portugal,PRT,1997,1769,444,9397,,67,601
Portugal,PRT,1998,1913,449,10473,151,32,731
Portugal,PRT,1999,1955,462,11274,167,39,895
Portugal,PRT,2000,1827,476,10854,50,51,1052
Portugal,PRT,2001,2235,415,11562,147,23,626
Portugal,PRT,2002,2125,443,13320,,,1086
Portugal,PRT,2003,2382,505,12954,,,607
Portugal,PRT,2004,2105,409,12459,,,1369
Portugal,PRT,2005,1751,425,12366,,,1244
Portugal,PRT,2006,2031,493,11382,,,1231
Portugal,PRT,2007,2119.82,641.12,11518.64,0.1,14.92,1715.87
Portugal,PRT,2008,1692.89,380.17,12856.31,0.04,13.4,1474.78
Portugal,PRT,2009,1699.54,396.12,9399.42,0.52,236.26,1612.21
Portugal,PRT,2010,2042.29,389.35,9475.36,0.53,7.99,1316.41
Portugal,PRT,2011,1995.28,360.87,9974.8,6.31,3.87,1151.78
Portugal,PRT,2012,1768.62,416.13,8498.91,0.45,10.91,1322.16
Portugal,PRT,2013,1611.02,360.62,7202.96,0.03,0.67,547.83
Portugal,PRT,2014,2411,401.57,8244.4,0.47,1.41,1464.79
Portugal,PRT,2015,2122.4,398.06,5194.73,10.49,1.15,2083.69
Portugal,PRT,2016,1905.18,570.54,5475.65,0,1.37,1588.29
Portugal,PRT,2017,1899.47,2082.11,4181.27,,5.75,1124.12
Qatar,QAT,2000,0,60,8,,,
Qatar,QAT,1993,,,3,,,
Qatar,QAT,1994,,,3,,,
Qatar,QAT,1995,,,4,,,
Qatar,QAT,1996,,,6,,,
Romania,ROU,1990,7567,5797,11891,,,
Romania,ROU,1991,4120,3921,11857,,,
Romania,ROU,1992,4173,2514,8447,,,
Romania,ROU,1993,9817,5078,9357,,,
Romania,ROU,1994,8909,3935,8967,,,
Romania,ROU,1995,8147,3624,8342,,,
Romania,ROU,1996,6930,3194,7301,,,
Romania,ROU,1997,5850,2816,6683,,,
Romania,ROU,1998,5444,2063,6472,,,
Romania,ROU,1999,4494,1446,5340,,,
Romania,ROU,2000,3869.9,1239.3,4318.2,,,
Romania,ROU,2001,3959.9,1109.7,2801.5,,,
Romania,ROU,2002,4538.7,1057.8,2279.2,,,
Romania,ROU,2003,3658.9,1031.7,2237.5,,,
Romania,ROU,2004,3771,876.3,2130.9,,,
Romania,ROU,2005,3788.9,1136.2,2640.6,,,
Romania,ROU,2006,4033.4,855.6,1844.2,,,
Romania,ROU,2007,3767.1,863.1,1683.8,,,
Romania,ROU,2008,3905.4,847.6,2440.7,,,
Romania,ROU,2009,3426.1,1046.3,2076.3,,,
Romania,ROU,2010,3688.9,1327.7,2232.6,,,
Romania,ROU,2011,3600.4,993.3,1989.2,,,
Romania,ROU,2012,3678.6,832.6,1907.5,,,
Romania,ROU,2013,3903.7,850.1,2194.1,,,
Romania,ROU,2014,3795.4,635.1,2293.3,,,
Romania,ROU,2015,3645.54,716.31,2246.19,,,
Romania,ROU,2016,3574.88,803.27,2085.01,,,
Romania,ROU,2017,3575.55,1001.43,2282.33,,,
Russia,RUS,1997,12152,1686,12110,13,,
Rwanda,RWA,1992,13,25,59,,,
Rwanda,RWA,1997,2,90,157,,,
Rwanda,RWA,1998,0,103,54,0,,
Rwanda,RWA,2000,4,36,107,0,,
Rwanda,RWA,2001,1,69,1,,,
Rwanda,RWA,2003,3.37,73.63,63.68,,,
Rwanda,RWA,2004,5.57,94.07,59.9,,,
Rwanda,RWA,2007,7,75,316.11,,,
Rwanda,RWA,2008,0.01,50.54,271.2,,,
Rwanda,RWA,2009,1.35,95.04,1091.21,,,
Rwanda,RWA,2010,1.24,63.23,889.38,,,
Rwanda,RWA,2011,9.2,67.8,104.6,,,
Rwanda,RWA,2012,10.29,91.2,816.3,,5,
Rwanda,RWA,2013,26.72,332.78,1480.29,1.17,,
Rwanda,RWA,2014,9.3,233.7,1817.8,0.05,,
Rwanda,RWA,2015,5.76,309.32,2168,0.13,,
Rwanda,RWA,2016,1.47,316.6,1708.89,0.06,,
Rwanda,RWA,1990,,19,138,,,
Rwanda,RWA,1991,,11,96,,,
Rwanda,RWA,2005,,69.82,153.1,,,
Rwanda,RWA,2006,,64.06,224.66,,,
Saint Kitts and Nevis,KNA,2000,3.03,2.85,5,,,
Saint Kitts and Nevis,KNA,2001,3.03,2.75,4.5,,,
Saint Kitts and Nevis,KNA,2002,3.17,3.65,4.5,,,
Saint Kitts and Nevis,KNA,2003,3.77,3.65,4.5,,,
Saint Kitts and Nevis,KNA,2004,3.87,4.15,4.5,,,
Saint Kitts and Nevis,KNA,2005,3.92,4.2,4.5,,,
Saint Kitts and Nevis,KNA,2006,3.92,4.15,4.5,,,
Saint Kitts and Nevis,KNA,2007,3.87,4.2,4.5,,,
Saint Kitts and Nevis,KNA,2008,4.7,4.56,5.7,,,
Saint Kitts and Nevis,KNA,2009,4.8,4.58,5.7,,,
Saint Kitts and Nevis,KNA,2010,4.59,4.42,5.6,,,
Saint Kitts and Nevis,KNA,2011,4.6,4.48,5.7,,,
Saint Kitts and Nevis,KNA,2012,1.6,0.33,0.06,,,
Saint Kitts and Nevis,KNA,2013,0.55,0.39,0,,,
Saint Kitts and Nevis,KNA,2014,1.16,0.31,0.09,,,
Saint Lucia,LCA,1997,17,66,14,0,,
Saint Lucia,LCA,1998,17,28,4,0,,
Saint Lucia,LCA,1999,45,138,13,0,,
Samoa,WSM,1991,16,2,30.07,,,
Samoa,WSM,1992,19,1,16,,,
Samoa,WSM,1993,10.68,0.17,12.68,0,0,
Samoa,WSM,1994,9.53,1.42,37.32,0,0,
Samoa,WSM,1995,6.11,0.12,37.82,0,0,
Samoa,WSM,1996,5.95,0.55,16.27,0,,
Samoa,WSM,1997,5.07,5.13,18.58,0,,
Samoa,WSM,1998,7.03,0.47,4.55,0,,
Samoa,WSM,1999,9.19,0.66,0.17,0,,
Samoa,WSM,2000,6.05,0.59,0.13,0,,
Samoa,WSM,2017,100,1.61,0.25,0,1.08,
Saudi Arabia,SAU,1996,348,432,181,0,0,
Saudi Arabia,SAU,1997,951,1073,452,,4,
Saudi Arabia,SAU,2007,734.84,2529.63,798.08,35.07,0.84,
Saudi Arabia,SAU,2012,190.7,2889.7,1856.4,,52.3,7.1
Saudi Arabia,SAU,2013,206.5,3130.5,2011.2,,56.6,7.7
Senegal,SEN,1992,100,269,12,,2,
Senegal,SEN,1993,103,239,12.28,0.27,2,
Senegal,SEN,1994,105,427,12.22,0.08,2,
Senegal,SEN,1995,108,312,11.24,0.07,2,
Senegal,SEN,1996,107,288,12.25,0.08,2,
Senegal,SEN,1997,106,314.28,12.81,0.14,2,
Senegal,SEN,1998,109,321.14,14.39,0.18,2,
Senegal,SEN,2000,123.81,346.28,17.74,0.33,2,
Senegal,SEN,2001,75.62,198.22,6.27,0.22,0.31,
Senegal,SEN,2012,375.1,345.3,61.6,0.54,0.68,
Senegal,SEN,2013,169.57,441.54,68.93,0.4,2.1,
Senegal,SEN,2014,270.1,249.74,16,0.63,,
Serbia and Montenegro,OWID_SRM,1992,233.58,605.74,383.4,7.65,,
Serbia and Montenegro,OWID_SRM,1993,716.04,391.53,601.8,,,104.84
Serbia and Montenegro,OWID_SRM,1994,637.16,340.38,633,,,88.88
Serbia and Montenegro,OWID_SRM,1995,527.68,286.44,546.6,,,106.29
Serbia and Montenegro,OWID_SRM,1996,542.98,288.61,556.2,,,53.33
Serbia and Montenegro,OWID_SRM,1997,545.02,252.65,503.4,,,55.5
Serbia and Montenegro,OWID_SRM,1998,594.32,225.99,528,,,55.87
Serbia and Montenegro,OWID_SRM,1999,561,195.92,414,,,159.25
Serbia and Montenegro,OWID_SRM,2000,568.82,186.31,429,,,64.21
Serbia and Montenegro,OWID_SRM,2001,626.96,195.61,405,,,93.96
Serbia and Montenegro,OWID_SRM,2002,557.26,172.98,345.6,,,84.89
Serbia and Montenegro,OWID_SRM,2003,507.28,160.89,290.4,,,62.76
Serbia and Montenegro,OWID_SRM,2004,581.4,135.78,279,,,45.71
Seychelles,SYC,1990,2.3,4.18,3.63,0.18,,
Seychelles,SYC,1991,1.64,3.4,3.98,0.04,,
Seychelles,SYC,1992,4.06,1.54,2.87,,0.16,
Seychelles,SYC,1993,5.61,11.25,2.85,11,0.06,
Seychelles,SYC,1994,6.02,12.53,2.93,11.3,0.07,
Seychelles,SYC,1995,6,12.13,2.89,14.59,0.08,
Seychelles,SYC,1996,6.06,11.75,2.9,13.94,0.08,
Seychelles,SYC,1997,2.83,5.79,2.25,13.38,0.06,
Seychelles,SYC,1998,2.69,3.76,1.62,10.63,0.05,
Slovakia,SVK,1993,2961.7,281,639,6,,
Slovakia,SVK,1994,3317.5,261,563,11,,
Slovakia,SVK,1995,3352.9,616,2076,102,,
Slovakia,SVK,1996,2764.4,224,917,,,
Slovakia,SVK,1997,2532.2,152,506,50,,
Slovakia,SVK,1998,2323.5,170,437,119,,
Slovakia,SVK,1999,1941.9,138,397,30,,
Slovakia,SVK,2000,1025.57,39.66,243.7,2.61,48.28,
Slovakia,SVK,2001,1067.05,50.11,261.17,0.63,80.12,
Slovakia,SVK,2002,1030.33,82.48,311.17,2.05,72.09,
Slovakia,SVK,2003,1033.16,56.72,268.46,0.37,66.08,
Slovakia,SVK,2004,1023.24,73.45,341.3,0.21,62.02,
Slovakia,SVK,2005,985.88,54.62,324.9,2.22,74.09,
Slovakia,SVK,2006,1002.35,65.65,347.61,1.3,77.98,
Slovakia,SVK,2007,1013.95,82.29,325.94,6.97,78.8,1.38
Slovakia,SVK,2008,869.39,94.42,369.83,8.54,79.27,1.33
Slovakia,SVK,2009,1171.12,91.29,232.52,0.65,85.61,0.77
Slovakia,SVK,2010,1067.21,89.81,570.64,0.51,84.96,1.03
Slovakia,SVK,2011,856.13,57.2,306.27,0.63,100.51,5.55
Slovakia,SVK,2012,948.02,68.6,302.14,0.45,145.68,2.37
Slovakia,SVK,2013,948.97,81.09,344.83,0.27,137.02,3.86
Slovakia,SVK,2014,944.74,85.44,416.3,2.37,151.56,4.73
Slovakia,SVK,2015,1218.2,91.08,371.91,5.74,158.35,6.47
Slovakia,SVK,2016,834.52,96.03,377.99,1.41,154.02,3.33
Slovakia,SVK,2017,878.84,132.99,449.97,0.99,198.69,12.17
Slovenia,SVN,1992,345,152,809,3,,
Slovenia,SVN,1993,315,140,654,3,,
Slovenia,SVN,1994,267,118,556,3,,
Slovenia,SVN,1995,250,122,612,3,,
Slovenia,SVN,1996,254,114,582,3,,
Slovenia,SVN,1997,263,86,893,3,0,
Slovenia,SVN,1998,277,71,741,2,0,
Slovenia,SVN,1999,259,90,782,2,,
Slovenia,SVN,2000,405,99,842,119,3,
Slovenia,SVN,2001,362,81,921,19,4,
Slovenia,SVN,2002,201.6,100.7,824.9,,,36.9
Slovenia,SVN,2003,332.3,118.5,843.3,,,66.9
Slovenia,SVN,2004,291.16,99.99,1141.63,,,25.2
Slovenia,SVN,2005,289.7,97.12,967.73,,,29.33
Slovenia,SVN,2006,321.89,109.99,817.28,,,31.82
Slovenia,SVN,2007,334,106.46,688.7,,,26.07
Slovenia,SVN,2008,296.39,42.19,847.33,,,32.24
Slovenia,SVN,2009,275.93,69.29,794.52,,,23.13
Slovenia,SVN,2010,253.78,61.84,789.32,,,29.43
Slovenia,SVN,2011,264.31,38.63,797.08,,0.59,21.3
Slovenia,SVN,2012,257.02,41.74,700.23,,0.78,16.31
Slovenia,SVN,2013,223.47,26.87,647.51,,0.56,19.08
Slovenia,SVN,2014,238.51,33.57,724.5,0.01,0.58,12.75
Slovenia,SVN,2015,224.43,38.05,759.24,0.03,1.44,23.65
Slovenia,SVN,2016,247,40.53,859.63,0.02,2.82,6.21
Slovenia,SVN,2017,235.3,50.34,794.74,0.05,3.67,3.2
South Africa,ZAF,1994,7618,4285,3352,,1175,
South Africa,ZAF,1995,7390,4104,5211,,1210,
South Africa,ZAF,1996,7938,4564,5509,,1414,
South Africa,ZAF,1997,9437,3569,7034,,1465,
South Africa,ZAF,1998,9669,6311,6706,,1528,
South Africa,ZAF,1999,10659,7210,6420,,1747,
South Africa,ZAF,2000,9469,6158,8928,,2265,
South Korea,KOR,1990,5509,9332,7778,,2463,
South Korea,KOR,1991,5631,10503,8470,,2872,
South Korea,KOR,1992,5369,9878,8445,,3026,
South Korea,KOR,1993,5270,7642,10143,,2944,
South Korea,KOR,1994,5485,8804,8833,,3062,
South Korea,KOR,1995,5817,8892,7910,,1653,1573
South Korea,KOR,1996,5962,8407,7156,,1540,1555
South Korea,KOR,1997,6043,9017,7274,,923,1355
South Korea,KOR,1998,5116,8546,6504,,826,853
South Korea,KOR,1999,5596,9294,8020,,1129,1486
South Korea,KOR,2000,5822,8625,8655,,1142,1127
South Korea,KOR,2001,6380,9880,9332,,1359,1205
South Korea,KOR,2002,5494,9556,8234,,1448,1052
South Korea,KOR,2003,5430,9332,7462,,1140,1208
South Korea,KOR,2004,6113,8958,7613,,1400,1195
South Korea,KOR,2005,6189,8734,7346,,999,1188
South Korea,KOR,2006,5814,8334,7135,,1097,1656
South Korea,KOR,2007,5946,8568,6723,,1020,1970
South Korea,KOR,2008,6073,9960,6865,,1075,1395
South Korea,KOR,2009,5909,8810,6142,,844,1085
South Korea,KOR,2010,5224,7414,6023,,517,1253
South Korea,KOR,2011,5180,6634,5351,,796,1170
South Korea,KOR,2012,4432,5047,5879,,810,1270
South Korea,KOR,2013,4479,5991,6383,,726,1129
South Korea,KOR,2014,5536,6620,5770,,708,1154
South Korea,KOR,2015,5502,6274,5913,,644,1149
South Korea,KOR,2016,5247,7092,5577,,666,1216
South Korea,KOR,2017,6145,6282,5889,,405,1322
Spain,ESP,1990,13395,9194,12312,,,4661
Spain,ESP,1991,13747,9178,11582,,,4640
Spain,ESP,1992,12003,6742,10248,,,2846
Spain,ESP,1993,10579,5857,9344,,,3628
Spain,ESP,1994,7298,10646,10355,,,2945
Spain,ESP,1995,6326,9538,9021,,,2967
Spain,ESP,1996,8652,9758,10165,,,4661
Spain,ESP,1997,9153,9944,11299,,,3627
Spain,ESP,1998,9413,10173,11984,,,3500
Spain,ESP,1999,9066,9985,10978,,,3585
Spain,ESP,2000,9942,10470,10528,,,3657
Spain,ESP,2001,12138,11781,7854,,,3927
Spain,ESP,2002,10169,11630,14467,,,4461
Spain,ESP,2003,10528,11645,14562,,,4851
Spain,ESP,2004,12434,12452,19572,,,2987
Spain,ESP,2005,10216,14144,14068,,,2589
Spain,ESP,2006,10577,13438,12957,,,2795
Spain,ESP,2007,10973,12740,12628,,,2945
Spain,ESP,2008,10388,13294,14068,,,2969
Spain,ESP,2009,8781,12624,11137,,,2657
Spain,ESP,2010,10060,14335,11878,,,2770
Spain,ESP,2011,13835,8146,31345,,223,
Spain,ESP,2012,13985,7704,26798,,181,
Spain,ESP,2013,14719,6909,32400,,169,
Spain,ESP,2014,14909,7609,38393,,156,
Spain,ESP,2015,15586,6825,36437,,170,
Spain,ESP,2016,15225,7599,38919,,152,
Spain,ESP,2017,16077,6663,37999,,157.4,0
Sri Lanka,LKA,1990,736.13,306.2,529,,,
Sri Lanka,LKA,1991,630.14,303,476,0.01,,
Sri Lanka,LKA,1992,991,554.31,598,1,,
Sri Lanka,LKA,1993,542,471.2,739,1,,
Sri Lanka,LKA,1994,912.5,453.2,494,1,,
Sri Lanka,LKA,1995,815,424.8,495.7,0,,
Sri Lanka,LKA,1996,773,371.9,509.5,0.01,,
Sri Lanka,LKA,1997,865,350.9,405.5,0,1,
Sri Lanka,LKA,1998,834,374.11,324.3,,,
Sri Lanka,LKA,1999,932.8,414.01,420.1,,,
Sri Lanka,LKA,2000,882.4,377.71,435.6,,,
Sri Lanka,LKA,2006,252.76,384.03,594.94,0,,
Sri Lanka,LKA,2007,265.26,276.68,506.84,0,,
Sri Lanka,LKA,2008,158.87,395.04,581.28,,,
Sri Lanka,LKA,2009,361.66,357.41,436.26,,,
Sri Lanka,LKA,2010,431.23,439.12,562.99,,,
Sri Lanka,LKA,2011,311.21,393.97,568.09,,,
Sri Lanka,LKA,2012,202.83,249.05,636.8,,,
Sri Lanka,LKA,2013,232.33,344.05,653.05,,,
Sri Lanka,LKA,2014,161.91,211.5,547.03,,,
Sri Lanka,LKA,2015,1061.99,579.58,877.56,,,
Sri Lanka,LKA,2016,970.89,292.67,644.33,,,
Sri Lanka,LKA,2017,961.89,244.64,460.5,,,
Sudan,SDN,2012,1667.73,653.84,84.25,4.01,17.04,
Sudan (former),,1992,521,1104,18,0,,
Sudan (former),,1993,105,360,19,,,
Sudan (former),,1994,220,743,17,28,7,
Sudan (former),,1995,487,796,10,2,7,
Sudan (former),,1996,229,1132,5,,7,
Sudan (former),,1997,274,905,19,20,5,
Sudan (former),,2005,846.65,629.59,6.92,4.86,14.4,
Sudan (former),,2006,565.59,638.91,9.89,4,24,
Sudan (former),,2007,662.39,315.93,29.1,,27.36,
Sudan (former),,2008,977.74,299,28.91,,26.88,
Sudan (former),,2009,1731.81,567.57,33.24,16.64,32.64,
Sudan (former),,2010,2347.41,372.12,57.7,10.05,24.48,
Sudan (former),,2000,,252,,14,,
Suriname,SUR,1990,157,28,32,,,
Suriname,SUR,1991,101,59,47,0,,
Suriname,SUR,1995,48,46,75,0,,
Suriname,SUR,1996,84,47,11,0,,
Suriname,SUR,1997,55,45,39,0,,
Suriname,SUR,2000,81,58,37,0,,
Suriname,SUR,2002,89.79,238.04,28.01,4.18,,
Suriname,SUR,2003,164.31,222.46,27.57,1.52,,
Suriname,SUR,2004,167.19,143.97,21.98,4.45,,
Suriname,SUR,2005,179.14,156.45,35.03,5.84,,
Suriname,SUR,2006,145.7,132.93,58.54,3.19,,
Suriname,SUR,2007,174.2,105.12,76.53,6.41,,
Suriname,SUR,2008,222.56,95.64,68.17,5.02,,
Suriname,SUR,2009,247.62,127.26,49.94,7.01,,
Suriname,SUR,2010,92.56,97.62,29.69,0,,
Suriname,SUR,2011,231.32,68.17,178.84,0,,
Suriname,SUR,2012,157.13,29.97,28,0,,
Suriname,SUR,2013,91.73,27.3,45.53,0,,
Suriname,SUR,2014,287.34,73.78,75.34,0.01,,
Suriname,SUR,2015,276.78,79.2,198.11,0.1,,
Suriname,SUR,2016,300.59,75.33,47.72,,,
Suriname,SUR,2017,281.6,86.06,71.3,0.27,,
Sweden,SWE,1990,1609,63,590,,48,
Sweden,SWE,1991,1043,48,708,,42,
Sweden,SWE,1992,945,53,468,,31,
Sweden,SWE,1993,1097,30,301,,38,
Sweden,SWE,1994,1507,53,358,,44,
Sweden,SWE,1995,975,32,187,,31,
Sweden,SWE,1996,1237,26,240,,26,
Sweden,SWE,1997,1332,15,187,,,
Sweden,SWE,1998,1302,27,226,,,
Sweden,SWE,1999,1285,57,260,,,
Sweden,SWE,2000,1372,22,223,,35,
Sweden,SWE,2001,1435,21,209,,38,
Sweden,SWE,2002,1869,46,196,,48,
Sweden,SWE,2003,2225,41,223,,23,
Sweden,SWE,2004,1012,28,251,,18,
Sweden,SWE,2005,1790,36,244,,20,
Sweden,SWE,2006,1880,62,216,,18,
Sweden,SWE,2007,1809,54,241,,28,
Sweden,SWE,2008,1934,36,294,,38,
Sweden,SWE,2009,1594,44,234,,32,
Sweden,SWE,2010,1687,34,212,,20,
Sweden,SWE,2011,1495,33,213,,22,
Sweden,SWE,2012,1513,35,216,,25,
Sweden,SWE,2013,1232,28,316,,27,
Sweden,SWE,2014,1499,44,287,,30,
Sweden,SWE,2015,1342.6,33.2,382.8,,29.5,31.2
Sweden,SWE,2016,1295.7,29.2,236.8,,21.9,33
Sweden,SWE,2017,1200,31.8,250.2,,32.7,0.7
Switzerland,CHE,1990,823,223,988,2,79,
Switzerland,CHE,1991,782,123,912,0.9,72,
Switzerland,CHE,1992,749,127,953,0.7,49,
Switzerland,CHE,1993,675,123,982,0.5,39,
Switzerland,CHE,1994,669,111,974,0.5,33,
Switzerland,CHE,1995,657,95,949,0.3,34,
Switzerland,CHE,1996,625,111,890,0.3,22,
Switzerland,CHE,1997,598,98,840,0.3,20,
Switzerland,CHE,1998,599.3,94.7,763.9,0.2,18,
Switzerland,CHE,1999,612.5,94.8,707.7,0.2,18,
Switzerland,CHE,2000,653.2,97.1,719.6,0.2,19.5,
Switzerland,CHE,2001,655.9,94.5,705.8,0.2,21,
Switzerland,CHE,2002,651.1,90.2,732.1,2.9,20.2,
Switzerland,CHE,2003,630.9,89.4,691.8,2.1,18.8,
Switzerland,CHE,2004,627,75.5,626.4,1.5,18.7,
Switzerland,CHE,2005,627.8,77.8,621.6,0.2,19.7,
Switzerland,CHE,2006,594.7,83.7,637.94,1,19.9,
Switzerland,CHE,2007,919.1,80.2,881.5,18.6,30.9,
Switzerland,CHE,2008,729.62,71.38,957.04,14.36,30.38,
Switzerland,CHE,2009,756.2,130.1,974.7,9.4,68.8,
Switzerland,CHE,2010,851.9,68.2,895.5,4,42.7,
Switzerland,CHE,2011,870.85,79.77,922.1,6.75,34.45,
Switzerland,CHE,2012,786.04,94.93,927.87,6.81,29.35,
Switzerland,CHE,2013,748.92,92.66,975.96,4.24,20.64,
Switzerland,CHE,2014,725.23,104.95,1049.15,0.47,26.25,39.7
Switzerland,CHE,2015,685.91,104.71,1056.76,0.44,30.33,116.68
Switzerland,CHE,2016,624.08,110.67,1035.82,0.43,26.03,98.33
Switzerland,CHE,2017,599.26,107.83,1009.24,0.51,27.77,46.46
Syria,SYR,1997,210.12,137.64,252.6,15,,
Syria,SYR,1998,429.42,338.52,759.6,27.9,,
Syria,SYR,1999,210.46,345.34,1246.2,13.05,,
Syria,SYR,2000,277.1,377.89,432.6,13.5,,
Syria,SYR,2001,239.7,308.14,748.8,5.4,,
Taiwan,TWN,1996,4315,3358,2025,,,256
Taiwan,TWN,1997,4157,3303,1675,,,229
Taiwan,TWN,1998,3804,3402,1540,,,185
Taiwan,TWN,1999,3704,4270,2347,,,1120
Taiwan,TWN,2000,3738,2623,2364,,,282
Taiwan,TWN,2001,3622,2821,1774,,,259
Taiwan,TWN,2002,4242,3507,2542,,,256
Taiwan,TWN,2003,4030,3506,2347,,,260
Taiwan,TWN,2004,3870,3297,2333,,,203
Taiwan,TWN,2005,3564,3177,2254,,,233
Taiwan,TWN,2006,3859,2948,1982,,,225
Taiwan,TWN,2007,3905,3029,2306,,,252
Taiwan,TWN,2008,3006,3006,2487,,,281
Taiwan,TWN,2009,3396,2756,2210,,,227
Taiwan,TWN,2010,2713,2917,1965,,,255
Taiwan,TWN,2011,2984,2964,2054,,,252
Taiwan,TWN,2012,3301,3049,2777,,,269
Taiwan,TWN,2013,3185,3291,2789,,,367
Taiwan,TWN,2014,2928,2644,2721,,,326
Taiwan,TWN,2015,3513,2675,2765,,,343
Taiwan,TWN,2016,4179,2483,2443,,,399
Taiwan,TWN,2017,4392,2830,2917,,,410
Tajikistan,TJK,1993,87,85,2031,,,
Tajikistan,TJK,1994,7,13,691,,,
Tajikistan,TJK,1995,8,2,44,,,
Tajikistan,TJK,1996,42,52,730,,,
Tajikistan,TJK,2004,60.3,59.8,58.5,,,
Tajikistan,TJK,2005,62,61.7,60.3,,,
Tajikistan,TJK,2006,63.7,63.4,61.9,,,
Tajikistan,TJK,2007,65.4,65.1,63.2,,,
Tajikistan,TJK,2008,67,66.7,64.5,,,
Tajikistan,TJK,2009,68.2,68,65.7,,,
Tajikistan,TJK,2010,69.1,69.1,66.9,,,
Tajikistan,TJK,2011,69.7,69.8,67.6,,,
Tanzania,TZA,1994,79,179,457,,,
Tanzania,TZA,1995,108,275,174,,,
Tanzania,TZA,1996,7,,,,,
Tanzania,TZA,1997,20,25,4,,,
Tanzania,TZA,1993,,1,19,,,
Tanzania,TZA,1998,,1,,,,
Thailand,THA,1993,9058,5518,3990,18,265,
Thailand,THA,1994,9555,5686,4885,32,290,
Thailand,THA,1995,11935,6827,4827,30,443,
Thailand,THA,1996,10843,6513,4062,74,385,
Thailand,THA,1997,13147,6165,4069,107,383,
Thailand,THA,1998,8727,7374,2468,126,425,
Thailand,THA,1999,10398,8551,2968,123,564,
Thailand,THA,2000,10950,5278,3154,94,711,
Thailand,THA,2003,31883,9790,7226,54,2093,
Thailand,THA,2004,54421,18783,12292,250,2603,
Thailand,THA,2005,31116,6650,5179,44,809,
Thailand,THA,2006,29463,5187,5733,44,732,
Thailand,THA,2007,50174,8773,6509,81,1244,
Thailand,THA,2008,47646,9471,7206,123,848,
Thailand,THA,2009,53615,8112,4890,86,1110,
Thailand,THA,2010,51900,9995,5686,269,904,
